"Longitude","Latitude","HousingMedianAge","TotalRooms","TotalBedrooms","Population","Households","MedianIncome","MedianHouseValue","OceanProximity"
-117.99,33.83,35,1484,252,916,248,5.2657,191.4,"<1H OCEAN"
-118.37,34.08,52,2946,695,1258,650,3.9783,374.1,"<1H OCEAN"
-118.34,33.8,33,2194,469,987,397,5.0951,318.9,"<1H OCEAN"
-118.34,34.15,40,3068,756,1190,695,3.5637,497.4,"<1H OCEAN"
-122.3,38,34,1712,317,956,341,4.4394,162,"NEAR BAY"
-119.83,36.8,24,3756,681,1586,739,3.8571,90.1,"INLAND"
-124.11,40.93,25,2392,474,1298,461,3.5076,73.6,"NEAR OCEAN"
-118.05,33.92,33,1999,470,2170,466,3.2371,154.7,"<1H OCEAN"
-119.58,36.1,21,1382,327,1469,355,1.3967,46.5,"INLAND"
-118.08,33.79,34,2840,395,1127,396,7.6144,376.2,"<1H OCEAN"
-117.96,33.66,19,5925,744,2302,729,7.5699,333.3,"<1H OCEAN"
-117.68,33.55,5,2262,427,1016,402,6.065,315.5,"<1H OCEAN"
-118.23,34.17,37,4524,1005,2099,937,3.5781,366.7,"<1H OCEAN"
-118.31,34.26,38,2264,460,1124,388,4.2685,189.6,"<1H OCEAN"
-118.98,38.03,15,991,277,419,170,3.5469,82.5,"INLAND"
-122.32,40.42,17,3019,578,1538,545,2.793,76.5,"INLAND"
-118.19,34.12,52,679,132,483,163,4.2344,162.5,"<1H OCEAN"
-119.93,35.2,29,1649,342,671,264,3.0602,69.8,"INLAND"
-118.2,34.03,52,1754,452,1849,445,2.3716,122.8,"<1H OCEAN"
-122.23,37.79,49,1175,217,859,219,2.293,106.3,"NEAR BAY"
-118.18,34.1,7,2529,689,1215,577,4.7853,153.1,"<1H OCEAN"
-118.24,34.08,52,137,26,65,24,4.025,137.5,"<1H OCEAN"
-119.72,34.47,34,3262,533,1265,502,5.8411,381.8,"<1H OCEAN"
-121.14,37.7,29,1343,223,751,225,3.2391,187.5,"INLAND"
-118.13,33.95,24,6662,1852,3792,1735,3.1104,230,"<1H OCEAN"
-117.14,32.93,16,2412,419,1612,422,4.5086,171.1,"<1H OCEAN"
-122.4,37.72,40,1948,413,1434,396,3.0313,219.1,"NEAR BAY"
-118.06,33.78,22,4048,562,1637,541,7.3463,355.6,"<1H OCEAN"
-122.22,37.47,28,5956,1612,3571,1549,3.1864,272.8,"NEAR OCEAN"
-117.72,34.07,33,4100,740,2580,730,3.7321,134.2,"INLAND"
-121.89,37.67,19,2034,288,852,295,6.5285,300.4,"INLAND"
-119.72,37.46,13,1999,375,750,308,2.875,96,"INLAND"
-121.87,37.27,25,1730,226,721,243,7.5845,279.3,"<1H OCEAN"
-117.42,33.94,26,2420,532,1383,469,3.5403,113.5,"INLAND"
-121.24,37.9,16,50,10,20,6,2.625,137.5,"INLAND"
-118.14,33.84,36,3002,484,1322,471,4.933,228.9,"<1H OCEAN"
-118.21,34.04,52,846,271,1153,281,2.1923,155,"<1H OCEAN"
-118.43,34.06,31,1317,284,523,274,7.4219,500.001,"<1H OCEAN"
-117.38,33.14,14,5039,1373,1298,696,3.209,313.3,"NEAR OCEAN"
-122.46,37.71,47,1527,283,1102,282,4,231.6,"NEAR OCEAN"
-118.38,34.06,52,1311,217,578,205,7.6771,500.001,"<1H OCEAN"
-117.27,32.85,34,2105,444,780,406,2.3187,488.9,"NEAR OCEAN"
-117.3,33.06,31,2128,520,1049,485,4.027,290,"NEAR OCEAN"
-121.91,37.25,31,1944,343,975,334,4.9205,240.5,"<1H OCEAN"
-118.5,34.02,28,5109,1482,2313,1451,3.3266,483.3,"<1H OCEAN"
-121,37.69,18,3469,661,1452,628,3.4079,147.5,"INLAND"
-117.05,34.89,36,1199,260,665,229,3.7065,62,"INLAND"
-118.21,33.98,37,788,215,883,221,2.6818,164.6,"<1H OCEAN"
-118.17,33.77,37,1127,327,492,331,2.675,241.7,"NEAR OCEAN"
-122.32,37.93,40,3056,489,1103,481,5.1067,247.3,"NEAR BAY"
-118.49,34.02,28,1394,582,716,543,1.5132,450,"<1H OCEAN"
-122.43,37.75,52,1615,393,633,378,3.5114,347.5,"NEAR BAY"
-121.57,39.16,18,1632,367,769,330,3.1029,71.7,"INLAND"
-117.08,33.14,19,2629,494,1444,503,3.5462,156.8,"<1H OCEAN"
-118.16,33.9,28,2410,616,2399,594,2.7339,156.7,"<1H OCEAN"
-122.08,37.95,33,1043,157,425,148,4.8702,235.6,"NEAR BAY"
-117.23,33.78,23,3465,703,2672,607,1.9767,81.5,"INLAND"
-119.82,36.77,36,2252,468,1117,442,2.9081,65.6,"INLAND"
-118.75,34.27,24,3241,461,1567,446,5.5983,233.3,"<1H OCEAN"
-118.15,34.09,27,1935,460,1456,382,2.8062,192.8,"<1H OCEAN"
-122.18,37.88,36,542,119,231,121,4.9,354.2,"NEAR BAY"
-120.98,37.6,36,1437,NA,1073,320,2.1779,58.4,"INLAND"
-117.88,33.85,22,1105,241,971,249,3.1667,113.9,"<1H OCEAN"
-122.57,38.11,24,2863,734,1583,682,3.1981,215.3,"NEAR BAY"
-118.11,34.08,30,2350,472,945,467,3.3421,201,"<1H OCEAN"
-121.98,37.97,26,2714,390,1232,409,5.9617,231.1,"INLAND"
-118.46,34.04,17,2729,897,1404,758,3.1235,420.8,"<1H OCEAN"
-121.24,38.64,13,4491,689,1657,667,5.259,249.4,"INLAND"
-122.32,38.32,19,2922,417,1221,442,5.8002,238.7,"NEAR BAY"
-117.91,33.72,32,2436,504,2839,516,4.5607,182.1,"<1H OCEAN"
-118.31,33.94,43,2104,393,1132,394,3.0682,142,"<1H OCEAN"
-117.03,34.02,26,3909,670,1884,665,4.1361,121,"INLAND"
-117.75,34.09,36,3094,556,1672,545,4.2143,146.9,"INLAND"
-117.19,32.77,30,2747,640,3185,657,3.765,238,"NEAR OCEAN"
-117.74,33.62,16,1889,590,686,537,3.4706,241.7,"<1H OCEAN"
-121.23,37.95,32,2081,472,1342,411,2.7958,59,"INLAND"
-120.18,34.62,25,1337,219,671,225,3.1912,226.4,"NEAR OCEAN"
-117.85,33.83,26,1904,292,945,303,5.6784,232.4,"<1H OCEAN"
-117.77,33.51,29,3590,772,1070,603,4.4464,500.001,"<1H OCEAN"
-118.28,33.82,26,4586,1042,3680,1027,4.174,205.1,"<1H OCEAN"
-121.83,37.24,23,2543,388,1297,385,5.9164,237.4,"<1H OCEAN"
-124.14,41.95,21,2696,578,1208,494,2.275,122.4,"NEAR OCEAN"
-118.43,34,28,6128,1963,3586,1815,2.7058,310.9,"<1H OCEAN"
-122.27,37.81,40,880,451,582,380,0.977,118.8,"NEAR BAY"
-122.78,38.97,11,5175,971,2144,792,3.0466,97.3,"INLAND"
-117.23,33.91,9,11654,2100,7596,2127,4.0473,127.2,"INLAND"
-118.07,34.1,28,676,177,543,185,3.2361,187.5,"<1H OCEAN"
-121.85,37.27,17,1957,261,863,269,7.3339,294.2,"<1H OCEAN"
-117.93,33.78,36,2169,359,1018,370,4.3906,231.3,"<1H OCEAN"
-117.26,32.81,37,1616,421,650,395,2.92,326.5,"NEAR OCEAN"
-120.44,37.29,18,1260,268,576,263,1.7222,101.5,"INLAND"
-121.92,36.61,29,3735,808,1873,757,3.1543,253.8,"NEAR OCEAN"
-121.88,36.96,18,4910,817,1971,773,5.8325,308.8,"NEAR OCEAN"
-122.7,38.35,14,2313,NA,954,397,3.7813,146.5,"<1H OCEAN"
-118.1,33.74,32,2035,NA,934,512,4.2287,500.001,"NEAR OCEAN"
-118.39,34,40,1565,269,826,268,5.2035,485.7,"<1H OCEAN"
-119.22,34.15,32,3152,596,3490,526,2.725,450,"NEAR OCEAN"
-117.04,32.66,22,3362,630,1471,612,4.1442,303.9,"NEAR OCEAN"
-117.09,34.01,37,106,18,27,12,4.0556,131.3,"INLAND"
-118.1,34.1,52,1788,313,792,294,3.75,280,"<1H OCEAN"
-118.08,34.58,5,1113,186,631,168,4.1719,146.6,"INLAND"
-117.46,33.93,19,4780,861,3043,766,3.7431,132.8,"INLAND"
-118.18,33.95,42,2608,610,2062,616,3.5341,167.5,"<1H OCEAN"
-117.87,33.76,6,2992,1194,3800,1130,2.246,183.3,"<1H OCEAN"
-121.9,36.6,39,1629,423,804,386,2.4663,236.5,"NEAR OCEAN"
-121.55,39.45,18,2278,523,1185,475,1.3611,60.6,"INLAND"
-118.34,33.78,25,11016,1626,4168,1584,8.1782,500.001,"NEAR OCEAN"
-121.45,38.48,28,2780,510,1638,533,2.9571,103.1,"INLAND"
-120.86,37.52,9,9885,1871,5372,1843,3.4821,127.1,"INLAND"
-117.78,34.09,32,2643,516,1862,478,3.7177,177.2,"INLAND"
-121.79,37.32,6,2850,561,2160,581,5.5336,241.9,"<1H OCEAN"
-117.71,33.64,14,2945,356,1293,335,8.111,308.9,"<1H OCEAN"
-118.24,34.16,40,2549,591,1156,546,3.3333,374.3,"<1H OCEAN"
-118.09,34.07,31,1054,252,1032,258,2.3424,188.5,"<1H OCEAN"
-121.02,37.62,30,1721,399,1878,382,2.5363,83.9,"INLAND"
-122.22,37.8,52,2286,464,1073,441,3.0298,199.6,"NEAR BAY"
-118.31,33.8,31,4464,991,2420,947,4.0425,277.9,"<1H OCEAN"
-122.4,37.59,22,2754,477,1163,479,6.2306,500.001,"NEAR OCEAN"
-121.29,38.14,34,2770,544,1409,535,3.2338,101.8,"INLAND"
-121.22,37.79,5,3107,477,1549,443,4.4766,169.4,"INLAND"
-117.22,33.66,12,1869,356,1007,323,3.125,117.2,"<1H OCEAN"
-121.89,37.21,14,5636,697,2281,680,8.4262,459.2,"<1H OCEAN"
-122.91,39.17,44,202,42,142,39,4.35,68.3,"INLAND"
-121.99,37.39,25,3495,834,2484,797,4.8145,230.7,"<1H OCEAN"
-117.93,33.86,36,1672,318,1173,337,4.5774,182.1,"<1H OCEAN"
-122.48,37.72,46,2403,638,1281,603,3.2321,112.5,"NEAR OCEAN"
-117.93,33.8,34,3903,717,2054,716,4.2731,218,"<1H OCEAN"
-118.34,33.95,25,3762,1281,4015,1178,2.1587,143.8,"<1H OCEAN"
-122.34,37.97,19,2237,580,1438,551,2.3382,120.7,"NEAR BAY"
-118.36,34.05,48,1835,380,956,370,3.2813,243.6,"<1H OCEAN"
-119.01,35.37,35,120,35,477,41,1.9125,47.5,"INLAND"
-119.19,34.17,31,1872,434,1511,405,3.2314,186.8,"NEAR OCEAN"
-117.91,33.74,25,4273,965,2946,922,2.9926,183.2,"<1H OCEAN"
-117.61,33.42,31,3959,856,1919,775,4.0313,282,"NEAR OCEAN"
-121.23,37.82,8,1289,235,867,239,4.6821,138.5,"INLAND"
-122.45,37.7,46,2193,499,1814,489,4.0125,230.1,"NEAR OCEAN"
-121.06,38.25,13,651,102,301,104,3.6528,200,"INLAND"
-119.81,36.85,17,2340,370,1174,396,4.2304,94.4,"INLAND"
-120.65,40.42,39,3240,652,1467,621,2.1875,64.3,"INLAND"
-117.82,33.75,24,893,209,342,197,2.8261,146.5,"<1H OCEAN"
-122.38,41.43,45,2245,448,1155,421,1.6509,46.2,"INLAND"
-118.39,34.03,28,1722,536,1161,481,3.2228,232.5,"<1H OCEAN"
-118.61,34.23,26,3727,572,1724,530,6.1419,327.3,"<1H OCEAN"
-118.43,34.29,38,1704,347,1384,374,2.865,155.5,"<1H OCEAN"
-120.83,37.58,30,1527,256,757,240,3.6629,171.4,"INLAND"
-118.28,33.68,8,2842,522,1624,510,3.7282,287.5,"NEAR OCEAN"
-118.27,34.15,14,1744,536,1494,531,3.2171,230.8,"<1H OCEAN"
-117.16,32.78,34,2515,488,1594,515,3.7381,165,"NEAR OCEAN"
-122.43,37.74,52,3328,653,1260,614,4.7437,331,"NEAR BAY"
-118.41,34.23,35,1026,195,753,185,4.5909,179.2,"<1H OCEAN"
-118.48,34.04,49,3780,741,1435,690,4.3158,500.001,"<1H OCEAN"
-118.11,33.82,36,1742,340,857,341,4.6875,218.2,"<1H OCEAN"
-119.2,34.18,22,6465,1397,2694,1370,2.9832,165.6,"NEAR OCEAN"
-118.02,34.13,33,2874,458,1239,431,5.2329,430.9,"INLAND"
-116.92,32.77,16,2770,406,1269,429,6.6783,275,"<1H OCEAN"
-122.41,37.78,52,254,72,153,29,3.8625,350,"NEAR BAY"
-118.35,34.32,52,102,29,54,32,1.9875,191.7,"<1H OCEAN"
-118.06,34.1,43,1833,355,786,334,3.5761,256.7,"<1H OCEAN"
-116.88,33.74,20,3111,623,1000,508,1.5982,140,"INLAND"
-117.07,33.02,17,2863,665,715,467,2.6048,148.2,"<1H OCEAN"
-121.21,38.67,11,5500,956,2827,946,4.1071,145.8,"INLAND"
-118.47,34.26,34,1300,289,650,291,3.8875,199.2,"<1H OCEAN"
-120.4,34.95,8,1885,286,835,290,5.0206,261,"<1H OCEAN"
-122.21,37.79,34,2364,557,1517,516,2.8365,139.2,"NEAR BAY"
-118.24,34.06,19,2870,1021,3325,978,1.7395,162.5,"<1H OCEAN"
-121.34,38.69,16,2686,516,1553,529,3.7857,112.7,"INLAND"
-118.13,33.92,36,984,183,615,206,4.1786,201.5,"<1H OCEAN"
-117.37,33.99,44,917,224,666,220,1.685,114.2,"INLAND"
-122.22,37.48,47,2570,783,3107,724,2.8058,229.5,"NEAR OCEAN"
-121.01,37.68,33,828,123,373,133,5.5,146.2,"INLAND"
-122.27,41.23,40,1958,386,725,331,2.1898,65.5,"INLAND"
-117.7,34.06,7,732,145,431,132,2.9107,95.3,"INLAND"
-121.8,37.69,17,3956,639,2222,662,5.4324,215.5,"INLAND"
-117.08,32.72,32,2286,468,1741,467,3.0446,101.9,"NEAR OCEAN"
-118.2,34.04,36,1625,490,2003,478,2.181,147.2,"<1H OCEAN"
-117.75,34.07,52,2550,586,1246,576,1.6006,146.2,"INLAND"
-122.06,37.96,37,1784,313,788,304,4.2917,189.6,"NEAR BAY"
-119.54,36.7,20,1815,375,1665,357,2.2448,58.9,"INLAND"
-122.73,41.76,19,2200,414,950,367,2.5357,94.2,"INLAND"
-117.15,32.7,52,458,148,1283,166,1.2863,86.3,"NEAR OCEAN"
-118.42,34.25,37,1545,341,1909,352,3.6791,148.1,"<1H OCEAN"
-122.19,37.79,50,968,195,462,184,2.9844,179.9,"NEAR BAY"
-118.14,33.86,43,2104,382,1071,396,5,208.9,"<1H OCEAN"
-122.5,37.76,52,2018,422,1142,463,3.7083,307.7,"NEAR OCEAN"
-117.37,34.1,10,3404,855,1656,675,1.6977,91.3,"INLAND"
-117.56,33.88,36,838,210,722,180,2.4861,96.2,"INLAND"
-122.03,37.3,22,3583,758,1792,695,5.4842,335.3,"<1H OCEAN"
-117.2,32.82,35,1217,220,643,237,3.9464,171.6,"NEAR OCEAN"
-118.19,34.19,34,2061,260,825,254,15.0001,500.001,"<1H OCEAN"
-122,39.94,27,852,176,464,148,1.7125,58.2,"INLAND"
-122.2,37.79,44,1621,452,1354,491,2.619,134.7,"NEAR BAY"
-119.95,38.95,21,2046,580,952,353,1.7245,92.2,"INLAND"
-118.33,34.11,48,1601,464,784,461,3.0642,342.9,"<1H OCEAN"
-119.68,34.42,38,1452,354,1139,340,2.707,236.8,"<1H OCEAN"
-117.95,34.16,17,7116,1089,3538,1083,6.2654,273.8,"INLAND"
-122.27,38.04,47,1685,405,835,372,2.3103,134.5,"NEAR BAY"
-121.07,39.13,8,4839,832,1977,762,4.0848,155.9,"INLAND"
-117.72,34.1,32,3241,895,1592,810,2.4952,181.8,"INLAND"
-122.12,37.64,40,432,102,264,77,3.8875,228.1,"NEAR BAY"
-117.24,33.23,13,3756,648,1767,614,4.0776,196,"<1H OCEAN"
-118.17,33.98,27,1871,556,2542,581,2.8427,164.4,"<1H OCEAN"
-120.26,37.13,33,1239,250,648,227,2.0278,58.8,"INLAND"
-122.26,37.82,22,3682,1270,2024,1250,1.2185,170,"NEAR BAY"
-117.77,33.54,47,3090,652,1105,582,4.1699,373.7,"<1H OCEAN"
-120.94,37.7,25,1005,159,390,139,4.4,174.1,"INLAND"
-122.4,37.71,40,1883,397,1411,438,3.0469,238,"NEAR BAY"
-119.18,34.19,19,2393,NA,1938,762,1.6953,167.4,"NEAR OCEAN"
-116.88,32.86,9,3049,471,1527,515,5.0733,196.6,"<1H OCEAN"
-122.04,36.95,36,1862,364,1080,364,4.4567,263.8,"NEAR OCEAN"
-117.77,33.84,5,4380,715,1913,741,6.7274,266.4,"<1H OCEAN"
-120.66,40.41,52,2081,478,1051,419,2.2992,70.2,"INLAND"
-117.93,33.88,32,2458,359,967,409,7.2893,293.5,"<1H OCEAN"
-120.02,39.24,22,2309,571,919,342,3.0057,93.6,"INLAND"
-121.42,38.63,42,1385,273,740,274,2.6055,78,"INLAND"
-117,33.29,17,2073,313,573,221,8.2531,419.2,"<1H OCEAN"
-117.71,34.07,31,1840,380,1187,357,3.8875,129.2,"INLAND"
-121.29,36.9,17,3610,593,1734,559,5.8324,374.2,"INLAND"
-117.96,34.03,35,1623,331,1462,312,3.9803,152.6,"<1H OCEAN"
-121.27,37.82,26,1170,238,830,216,2.6458,127.5,"INLAND"
-119.85,36.77,9,1142,314,620,283,2.0446,81.3,"INLAND"
-118.08,34.56,14,5144,887,2846,824,4.5615,137.2,"INLAND"
-118.64,34.19,28,3274,571,1424,521,4.4167,247.3,"<1H OCEAN"
-122.16,37.17,35,6422,1380,2755,1064,5.0165,202.3,"NEAR OCEAN"
-119.21,34.26,10,3150,781,1582,653,4.2448,157.3,"NEAR OCEAN"
-117.68,35.64,15,3253,573,1408,586,5.2043,95.7,"INLAND"
-122,37.31,33,4211,918,2389,861,4.7235,242.2,"<1H OCEAN"
-119.31,36.32,23,2945,592,1419,532,2.5733,88.8,"INLAND"
-117.71,33.6,8,3329,753,1312,629,3.5521,229.8,"<1H OCEAN"
-117.04,32.8,11,1802,440,630,428,2.0337,146.7,"<1H OCEAN"
-118.29,34.03,29,3544,1384,3323,1213,1.0219,258.3,"<1H OCEAN"
-117.9,33.74,19,1566,379,1032,330,2.2105,180.4,"<1H OCEAN"
-121.07,38.92,15,5301,884,2335,831,4.515,164,"INLAND"
-117.01,32.71,20,3506,692,1977,668,2.981,129.1,"NEAR OCEAN"
-119.66,37.39,10,2106,410,1003,397,2.7813,124.1,"INLAND"
-121.27,38.72,6,4664,644,2105,663,6.0804,198.7,"INLAND"
-118.38,34.58,18,1859,375,913,372,4.3456,148.9,"INLAND"
-117.86,33.88,19,1621,328,871,322,3.7361,201.4,"<1H OCEAN"
-119.93,37.85,18,473,115,88,41,4.0833,137.5,"INLAND"
-122.12,37.41,33,2892,617,1250,581,5.3727,360.9,"NEAR BAY"
-121.62,39.12,26,1405,204,627,215,4.2188,94.2,"INLAND"
-122.31,37.57,45,1165,236,845,251,4.1875,267.3,"NEAR OCEAN"
-117.18,32.7,44,2655,514,1102,489,3.6759,368.8,"NEAR OCEAN"
-118.28,34.04,25,1582,780,2390,719,1.4167,200,"<1H OCEAN"
-116.94,32.87,24,2824,441,1480,471,5.2614,177.2,"<1H OCEAN"
-117.27,33.92,13,8443,1744,4885,1470,3.0907,127.2,"INLAND"
-117.77,33.69,15,500,113,261,116,5.0631,154,"<1H OCEAN"
-118.39,33.99,32,2612,418,1030,402,6.603,369.2,"<1H OCEAN"
-123.21,39.13,27,1531,266,822,234,4.0469,127.4,"<1H OCEAN"
-121.3,38.02,16,2717,621,3343,643,2.5473,106.3,"INLAND"
-118.64,34.19,33,3017,494,1423,470,5.6163,248.4,"<1H OCEAN"
-121.48,38.52,34,2561,497,1583,530,3.1583,95.8,"INLAND"
-121.25,38.04,26,3080,473,1257,465,4.9861,201.8,"INLAND"
-118.76,34.26,26,1929,293,1067,320,5.4038,222.1,"<1H OCEAN"
-122.15,37.45,52,568,91,219,75,6.1575,500.001,"NEAR BAY"
-122.09,37.67,39,2069,500,1408,478,3.1115,153.5,"NEAR BAY"
-118.25,33.99,41,1486,509,2312,541,1.3963,92.9,"<1H OCEAN"
-118.3,34.09,32,2202,674,2178,635,2.0307,226.7,"<1H OCEAN"
-118.16,33.84,36,1348,234,643,221,3.6447,211,"<1H OCEAN"
-117.54,34.12,4,17577,2819,7766,2473,5.1333,181.8,"INLAND"
-118.43,34.28,27,862,280,1243,267,2.3724,154.2,"<1H OCEAN"
-121.28,37.9,28,371,71,171,70,0.9614,55.7,"INLAND"
-121.3,38.66,21,3824,634,1818,600,3.712,139,"INLAND"
-118.31,34.09,42,1951,846,2500,813,1.5195,218.2,"<1H OCEAN"
-121.63,38.03,17,2549,596,1169,500,3.6694,209.4,"INLAND"
-119.75,36.75,49,2331,460,1290,477,2.5111,55.4,"INLAND"
-117.97,33.66,22,3914,600,1871,607,5.8541,281.5,"<1H OCEAN"
-120.85,37.51,15,1131,285,728,281,1.5531,93.1,"INLAND"
-117.99,33.75,22,3024,754,2357,743,3.3125,191.8,"<1H OCEAN"
-118.27,34.16,52,830,183,479,179,3.1397,253.7,"<1H OCEAN"
-121.46,38.61,43,1111,269,613,290,1.2917,66.3,"INLAND"
-118.08,33.9,42,1768,372,1155,368,3.558,161.1,"<1H OCEAN"
-121.65,36.67,28,1926,556,1717,535,1.9385,123.2,"<1H OCEAN"
-116.44,34.12,18,5584,1303,2250,1158,1.5823,72.4,"INLAND"
-118.28,33.88,19,2758,675,2047,591,2.6618,179.7,"<1H OCEAN"
-118.31,33.82,26,2345,408,1195,377,5.4925,361.7,"<1H OCEAN"
-118.23,33.91,34,789,200,1041,191,3.119,90.3,"<1H OCEAN"
-122.72,38.44,52,1059,281,627,273,1.5357,137.5,"<1H OCEAN"
-122.26,37.8,36,5329,2477,3469,2323,2.0096,130,"NEAR BAY"
-122.35,37.93,28,1995,488,1182,439,2.3352,84.3,"NEAR BAY"
-117.17,32.72,44,626,256,572,229,1.5909,262.5,"NEAR OCEAN"
-121.35,38.68,18,7923,1558,3789,1473,3.5403,98.6,"INLAND"
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140.8,"INLAND"
-122.01,38.37,16,3996,550,1673,539,5.778,175.7,"INLAND"
-117.06,33.03,23,2023,309,678,340,7.0913,265.4,"<1H OCEAN"
-117.16,32.71,5,2508,827,2066,761,1.3092,325,"NEAR OCEAN"
-120.83,37.51,13,3795,604,1639,609,4.6635,198.4,"INLAND"
-117.88,33.89,17,3218,923,1701,824,3.6946,265.5,"<1H OCEAN"
-118.4,33.87,45,2181,505,965,471,5.3816,500.001,"<1H OCEAN"
-118.46,33.99,44,1122,287,531,256,4.0598,335.9,"<1H OCEAN"
-118.53,34.16,32,3554,762,1623,750,3.6141,290.6,"<1H OCEAN"
-118.28,34.03,26,2107,809,2821,572,0.844,350,"<1H OCEAN"
-118.36,33.96,37,2146,573,2009,592,3.6583,177.3,"<1H OCEAN"
-119.86,34.41,24,1576,580,1630,531,1.24,325,"NEAR OCEAN"
-117.81,33.56,24,6258,1003,1730,752,10.9601,500.001,"<1H OCEAN"
-118.46,34.26,33,1358,247,738,235,5.0947,210.3,"<1H OCEAN"
-116.88,33.93,37,1495,429,865,342,1.2188,55,"INLAND"
-121.12,37.48,5,4109,820,3062,713,3.2396,125.2,"INLAND"
-122.24,37.48,47,2423,407,1010,407,6.2154,362.7,"NEAR OCEAN"
-118.29,34.04,32,432,182,702,186,2.1471,125,"<1H OCEAN"
-118.07,34.11,47,832,194,419,156,3.1576,225,"<1H OCEAN"
-118.15,34.15,49,806,199,698,172,2.3654,137.5,"<1H OCEAN"
-118.93,36.19,30,2685,546,951,523,2.6184,113.9,"INLAND"
-122.31,37.99,25,6508,1137,3259,1081,4.2348,157.8,"NEAR BAY"
-122.45,37.66,35,2738,509,1545,493,5.3446,263.3,"NEAR OCEAN"
-122,38.35,24,745,116,300,115,3.6176,158.5,"INLAND"
-122.23,37.82,52,3242,366,1001,352,12.2138,500.001,"NEAR BAY"
-122.39,37.79,52,94,24,113,27,4.6563,350,"NEAR BAY"
-119.31,36.32,44,2032,308,791,336,4.0298,109,"INLAND"
-119.78,36.84,7,4907,1075,2014,909,3.2147,111.9,"INLAND"
-118.77,34.28,6,4685,965,2180,909,4.5458,208.2,"<1H OCEAN"
-118.02,34.02,21,5992,986,2647,969,5.2405,302.4,"<1H OCEAN"
-117.86,33.73,31,1115,268,1369,259,3.5694,150.5,"<1H OCEAN"
-116.99,32.79,33,2420,393,1003,397,4.0658,165.1,"<1H OCEAN"
-121.46,38.58,52,4408,807,1604,777,3.8914,181.6,"INLAND"
-121.81,37.31,15,1898,395,1527,381,4.4792,212.5,"<1H OCEAN"
-121.34,37.99,14,3111,498,1178,525,6.556,234.7,"INLAND"
-119.76,36.76,23,3800,1003,3786,917,1.4766,50.6,"INLAND"
-118.35,34.1,16,2930,1038,1648,980,2.6458,372.2,"<1H OCEAN"
-118.35,34.16,49,1305,228,584,255,5.636,267.9,"<1H OCEAN"
-117.8,33.72,16,2617,506,1317,511,4.821,201.4,"<1H OCEAN"
-118.92,34.41,22,2702,655,2664,571,3.0893,173.4,"<1H OCEAN"
-121.76,38.41,19,686,107,348,109,3.9306,93.8,"INLAND"
-118.21,33.93,30,2831,862,3649,883,1.9668,152.1,"<1H OCEAN"
-118.24,33.95,36,2316,543,1938,507,1.25,97.4,"<1H OCEAN"
-117.03,32.77,34,1796,428,918,424,2.875,161.2,"<1H OCEAN"
-118.27,34.05,25,1316,836,2796,784,1.7866,325,"<1H OCEAN"
-119.04,34.34,35,462,90,334,96,5.3582,281.3,"<1H OCEAN"
-117.42,34.13,4,11587,1796,5804,1705,4.8283,141.9,"INLAND"
-118.06,33.84,20,5643,1231,3841,1195,4.0542,168.4,"<1H OCEAN"
-118.17,34.67,5,8352,1555,3723,1389,4.5659,140.3,"INLAND"
-119.73,34.43,27,1448,404,978,338,2.303,261,"NEAR OCEAN"
-118.01,34.1,35,2120,412,1375,405,3.4609,166.3,"INLAND"
-119.83,36.37,25,1549,269,819,272,2.7159,101.4,"INLAND"
-121.82,37.38,32,1650,246,768,263,6.8462,320.9,"<1H OCEAN"
-117.89,33.75,31,1205,280,1476,301,4.0231,139.2,"<1H OCEAN"
-122.03,37.98,16,1209,477,627,482,1.3894,156.3,"NEAR BAY"
-117.09,32.75,19,2739,707,2004,622,1.6318,117.7,"NEAR OCEAN"
-122.04,37.29,19,3625,432,1252,409,12.2145,500.001,"<1H OCEAN"
-114.64,34.83,10,2502,573,1152,481,1.7062,86.8,"INLAND"
-117.37,33.97,40,1166,250,976,244,1.95,84.8,"INLAND"
-117.17,32.79,43,1269,297,946,285,2.1447,133.3,"NEAR OCEAN"
-117.58,34.1,4,6360,1584,3359,1396,3.5186,127.8,"INLAND"
-118.28,33.92,39,1472,302,1036,318,3,110,"<1H OCEAN"
-124.16,40.8,52,2416,618,1150,571,1.7308,80.5,"NEAR OCEAN"
-122.01,37.38,32,726,204,538,203,4.505,230.4,"<1H OCEAN"
-122.28,37.8,52,215,87,904,88,0.8668,137.5,"NEAR BAY"
-117.27,33.03,25,1787,311,1108,311,3.9826,215.8,"NEAR OCEAN"
-122.29,37.51,35,3040,520,1374,518,6.1004,426.4,"NEAR OCEAN"
-117.9,33.8,21,1342,326,748,335,2.9231,45,"<1H OCEAN"
-121.81,37.38,29,570,76,244,72,12.3292,416.7,"<1H OCEAN"
-122.57,38.27,7,6508,1028,2902,1010,5.3707,250.5,"<1H OCEAN"
-119.33,36.32,23,3137,628,1446,548,2.5,85.5,"INLAND"
-118.93,34.18,18,2730,415,1248,412,6.187,287.9,"<1H OCEAN"
-120.04,36.95,36,1528,347,1334,304,1.3594,48.3,"INLAND"
-121.43,38.48,12,4602,930,2299,860,3.0625,90.5,"INLAND"
-122.24,37.85,52,3726,474,1366,496,9.3959,500.001,"NEAR BAY"
-122.27,40.39,26,1833,422,939,408,1.3571,59,"INLAND"
