"Day","Month","Year","Rented.Bike.Count","Hour","Temperature","Humidity","Wind.Speed.ms","Visibility.10m","Dew.Point.Temperature","Solar.Radiation","Rainfall.mm","Snowfall.cm","Holiday"
"27","04",2020,140,4,10.2,65,1.5,970,3.9,0,0,0,"No Holiday"
"27","04",2020,170,5,9.9,69,1.1,808,4.4,0,0,0,"No Holiday"
"27","04",2020,427,6,9.9,66,1.5,931,3.8,0,0,0,"No Holiday"
"27","04",2020,1129,7,10.1,63,0.7,1163,3.3,0.22,0,0,"No Holiday"
"27","04",2020,1922,8,11.6,58,1.4,1150,3.6,0.79,0,0,"No Holiday"
"27","04",2020,985,9,13.2,57,0.8,1003,4.8,1.39,0,0,"No Holiday"
"27","04",2020,789,10,15.3,50,1,944,4.9,1.97,0,0,"No Holiday"
"27","04",2020,986,11,17.7,44,1.5,945,5.2,2.51,0,0,"No Holiday"
"27","04",2020,1142,12,19.5,40,1.1,1055,5.5,2.89,0,0,"No Holiday"
"27","04",2020,1133,13,21,36,1,1164,5.3,2.99,0,0,"No Holiday"
"27","04",2020,1115,14,22.2,32,2.8,1124,4.7,2.91,0,0,"No Holiday"
"27","04",2020,1253,15,22.7,29,1.6,1223,3.7,2.66,0,0,"No Holiday"
"27","04",2020,1446,16,23.2,33,2.4,869,6,2.12,0,0,"No Holiday"
"27","04",2020,1877,17,21.8,41,3,662,7.9,1.44,0,0,"No Holiday"
"27","04",2020,2577,18,20.3,47,2.5,705,8.6,0.77,0,0,"No Holiday"
"27","04",2020,1812,19,18.7,53,2.7,753,8.9,0.24,0,0,"No Holiday"
"27","04",2020,1499,20,16.9,41,3.1,1060,3.5,0,0,0,"No Holiday"
"27","04",2020,1362,21,15.7,51,1.9,806,5.5,0,0,0,"No Holiday"
"27","04",2020,1278,22,14.7,63,1.4,554,7.7,0,0,0,"No Holiday"
"27","04",2020,975,23,14,66,1.2,519,7.7,0,0,0,"No Holiday"
"28","04",2020,777,0,13.3,70,1.6,473,7.9,0,0,0,"No Holiday"
"28","04",2020,672,1,12.7,74,1.8,392,8.1,0,0,0,"No Holiday"
"28","04",2020,522,2,12,76,1,363,7.8,0,0,0,"No Holiday"
"28","04",2020,325,3,11.6,76,1,364,7.5,0,0,0,"No Holiday"
"28","04",2020,166,4,11.4,78,1.8,362,7.6,0,0,0,"No Holiday"
"28","04",2020,152,5,10.9,81,1.7,348,7.7,0,0,0,"No Holiday"
"28","04",2020,230,6,10.6,84,1.1,284,8,0,0,0,"No Holiday"
"28","04",2020,376,7,10.8,78,0.5,335,7.1,0.26,0,0,"No Holiday"
"28","04",2020,647,8,12.7,67,0.6,378,6.7,0.86,0,0,"No Holiday"
"28","04",2020,795,9,15.1,56,1.7,493,6.3,1.57,0,0,"No Holiday"
"28","04",2020,808,10,17.4,46,1.8,734,5.6,2.27,0,0,"No Holiday"
"28","04",2020,1000,11,19,30,3,1719,1,2.84,0,0,"No Holiday"
"28","04",2020,1278,12,20.5,31,2.5,1485,2.7,3.18,0,0,"No Holiday"
"28","04",2020,1404,13,21.2,31,2.8,1295,3.3,3.25,0,0,"No Holiday"
"28","04",2020,1597,14,21.3,25,3.8,1884,0.4,3.22,0,0,"No Holiday"
"28","04",2020,1875,15,21.1,25,4.1,1885,0.2,2.96,0,0,"No Holiday"
"28","04",2020,1945,16,20.4,25,4.7,1990,-0.3,2.45,0,0,"No Holiday"
"28","04",2020,2043,17,20.1,29,3.3,1840,1.4,1.78,0,0,"No Holiday"
"28","04",2020,1882,18,18.9,30,2.6,1995,0.9,1.05,0,0,"No Holiday"
"28","04",2020,1590,19,16.9,33,1.3,1965,0.5,0.34,0,0,"No Holiday"
"28","04",2020,1435,20,15.1,34,2.2,1981,-0.6,0.01,0,0,"No Holiday"
"28","04",2020,1351,21,13.9,37,1.1,1751,-0.5,0,0,0,"No Holiday"
"28","04",2020,1165,22,13,45,1.6,1713,1.3,0,0,0,"No Holiday"
"28","04",2020,905,23,12.3,51,1,1648,2.4,0,0,0,"No Holiday"
"29","04",2020,790,0,11.7,53,1.4,1620,2.4,0,0,0,"No Holiday"
"29","04",2020,554,1,11.2,57,1.6,1533,2.9,0,0,0,"No Holiday"
"29","04",2020,425,2,10.9,56,1.2,1460,2.4,0,0,0,"No Holiday"
"29","04",2020,263,3,10.6,60,1,1163,3.1,0,0,0,"No Holiday"
"29","04",2020,183,4,10.3,63,0.7,1277,3.5,0,0,0,"No Holiday"
"29","04",2020,138,5,9.7,63,1.1,1304,2.9,0,0,0,"No Holiday"
"29","04",2020,183,6,9.5,65,1,1325,3.2,0.01,0,0,"No Holiday"
"29","04",2020,307,7,9.9,59,0.7,1707,2.2,0.25,0,0,"No Holiday"
"29","04",2020,485,8,12.2,50,0.8,1412,2,0.84,0,0,"No Holiday"
"29","04",2020,716,9,14.9,39,0.9,1354,1,1.56,0,0,"No Holiday"
"29","04",2020,787,10,17.5,35,1.8,1570,1.8,2.26,0,0,"No Holiday"
"29","04",2020,1060,11,19.6,28,2,1695,0.5,2.79,0,0,"No Holiday"
"29","04",2020,1375,12,20.5,31,2.6,1299,2.7,2.79,0,0,"No Holiday"
"29","04",2020,1635,13,21.9,27,2.2,1055,2,3.35,0,0,"No Holiday"
"29","04",2020,1814,14,21.6,28,3.3,1172,2.2,2.93,0,0,"No Holiday"
"29","04",2020,2019,15,22.8,24,3.3,1138,1.1,2.79,0,0,"No Holiday"
"29","04",2020,2044,16,22.2,23,3.7,1183,0,2.28,0,0,"No Holiday"
"29","04",2020,2094,17,21.9,28,3.1,1023,2.5,1.6,0,0,"No Holiday"
"29","04",2020,1950,18,20.1,28,3.2,1114,1,0.89,0,0,"No Holiday"
"29","04",2020,1712,19,18.1,38,2.8,932,3.5,0.16,0,0,"No Holiday"
"29","04",2020,1485,20,16.9,42,2.7,942,3.8,0,0,0,"No Holiday"
"29","04",2020,1382,21,16.1,44,1.2,913,3.8,0,0,0,"No Holiday"
"29","04",2020,1128,22,15.6,43,2.3,1016,3,0,0,0,"No Holiday"
"29","04",2020,820,23,15.2,51,1,858,5.1,0,0,0,"No Holiday"
"30","04",2020,569,0,14.7,54,1.3,718,5.4,0,0,0,"No Holiday"
"30","04",2020,362,1,14.4,60,1.7,580,6.7,0,0,0,"No Holiday"
"30","04",2020,246,2,14.1,62,1.2,502,6.9,0,0,0,"No Holiday"
"30","04",2020,157,3,14.3,61,1,475,6.8,0,0,0,"No Holiday"
"30","04",2020,132,4,14.6,57,1.2,495,6.1,0,0,0,"No Holiday"
"30","04",2020,185,5,14.8,63,0.7,492,7.8,0,0,0,"No Holiday"
"30","04",2020,397,6,14.9,64,0.5,424,8.1,0,0,0,"No Holiday"
"30","04",2020,1075,7,15.1,78,1.5,354,11.2,0.06,0,0,"No Holiday"
"30","04",2020,1791,8,15.8,73,0.5,357,10.9,0.39,0,0,"No Holiday"
"30","04",2020,983,9,17.5,65,1,416,10.8,1,0,0,"No Holiday"
"30","04",2020,742,10,19.5,54,1.1,451,9.9,1.88,0,0,"No Holiday"
"30","04",2020,901,11,20.3,52,0.9,468,10.1,1.96,0,0,"No Holiday"
"30","04",2020,1094,12,22.2,50,2,564,11.2,2.65,0,0,"No Holiday"
"30","04",2020,1019,13,23.3,45,1.8,684,10.6,2.96,0,0,"No Holiday"
"30","04",2020,1055,14,24,47,2.3,520,11.9,2.87,0,0,"No Holiday"
"30","04",2020,1168,15,24.1,48,2.7,419,12.3,2.47,0,0,"No Holiday"
"30","04",2020,1344,16,24.8,45,1.8,549,12,2.05,0,0,"No Holiday"
"30","04",2020,1706,17,24,53,3.5,536,13.8,1.39,0,0,"No Holiday"
"30","04",2020,2558,18,23,54,2.9,679,13.1,0.81,0,0,"No Holiday"
"30","04",2020,2064,19,21.2,65,2.9,559,14.3,0.25,0,0,"No Holiday"
"30","04",2020,1703,20,20,69,2.4,533,14.1,0,0,0,"No Holiday"
"30","04",2020,1711,21,19.1,73,1.2,413,14.1,0,0,0,"No Holiday"
"30","04",2020,1456,22,18.4,78,1.6,377,14.4,0,0,0,"No Holiday"
"30","04",2020,1044,23,17.9,79,0.4,323,14.1,0,0,0,"No Holiday"
